t,tasa
1,0.022900000214576721
2,0.02930000051856041
3,0.032999999821186066
4,0.035099998116493225
5,0.036600001156330109
6,0.037599999457597733
7,0.038399998098611832
8,0.039000000804662704
9,0.039500001817941666
10,0.039999999105930328
11,0.040399998426437378
12,0.040700003504753113
13,0.040999997407197952
14,0.041300002485513687
15,0.041500002145767212
16,0.041700001806020737
17,0.041900001466274261
18,0.042100001126527786
19,0.042199999094009399
20,0.042300000786781311
21,0.042300000786781311
22,0.042300000786781311
23,0.042300000786781311
24,0.042300000786781311
25,0.042300000786781311
26,0.042300000786781311
27,0.042300000786781311
28,0.042300000786781311
29,0.042300000786781311
30,0.042300000786781311
31,0.042300000786781311
32,0.042300000786781311
33,0.042300000786781311
34,0.042300000786781311
35,0.042300000786781311
36,0.042300000786781311
37,0.042300000786781311
38,0.042300000786781311
39,0.042300000786781311
40,0.042300000786781311
41,0.042300000786781311
42,0.042300000786781311
43,0.042300000786781311
44,0.042300000786781311
45,0.042300000786781311
46,0.042300000786781311
47,0.042300000786781311
48,0.042300000786781311
49,0.042300000786781311
50,0.042300000786781311
51,0.042300000786781311
52,0.042300000786781311
53,0.042300000786781311
54,0.042300000786781311
55,0.042300000786781311
56,0.042300000786781311
57,0.042300000786781311
58,0.042300000786781311
59,0.042300000786781311
60,0.042300000786781311
61,0.042300000786781311
62,0.042300000786781311
63,0.042300000786781311
64,0.042300000786781311
65,0.042300000786781311
66,0.042300000786781311
67,0.042300000786781311
68,0.042300000786781311
69,0.042300000786781311
70,0.042300000786781311
71,0.042300000786781311
72,0.042300000786781311
73,0.042300000786781311
74,0.042300000786781311
75,0.042300000786781311
76,0.042300000786781311
77,0.042300000786781311
78,0.042300000786781311
79,0.042300000786781311
80,0.042300000786781311
81,0.042300000786781311
82,0.042300000786781311
83,0.042300000786781311
84,0.042300000786781311
85,0.042300000786781311
86,0.042300000786781311
87,0.042300000786781311
88,0.042300000786781311
89,0.042300000786781311
90,0.042300000786781311
91,0.042300000786781311
92,0.042300000786781311
93,0.042300000786781311
94,0.042300000786781311
95,0.042300000786781311
96,0.042300000786781311
97,0.042300000786781311
98,0.042300000786781311
99,0.042300000786781311
100,0.042300000786781311
101,0.042300000786781311
102,0.042300000786781311
103,0.042300000786781311
104,0.042300000786781311
105,0.042300000786781311
106,0.042300000786781311
107,0.042300000786781311
108,0.042300000786781311
109,0.042300000786781311
110,0.042300000786781311
111,0.042300000786781311
112,0.042300000786781311
113,0.042300000786781311
114,0.042300000786781311
115,0.042300000786781311
116,0.042300000786781311
117,0.042300000786781311
118,0.042300000786781311
119,0.042300000786781311
120,0.042300000786781311
121,0.042300000786781311
122,0.042300000786781311
123,0.042300000786781311
124,0.042300000786781311
125,0.042300000786781311
126,0.042300000786781311
127,0.042300000786781311
128,0.042300000786781311
129,0.042300000786781311
130,0.042300000786781311
131,0.042300000786781311
132,0.042300000786781311
133,0.042300000786781311
134,0.042300000786781311
135,0.042300000786781311
136,0.042300000786781311
137,0.042300000786781311
138,0.042300000786781311
139,0.042300000786781311
140,0.042300000786781311
141,0.042300000786781311
142,0.042300000786781311
143,0.042300000786781311
144,0.042300000786781311
145,0.042300000786781311
146,0.042300000786781311
147,0.042300000786781311
148,0.042300000786781311
149,0.042300000786781311
150,0.042300000786781311
151,0.042300000786781311
152,0.042300000786781311
153,0.042300000786781311
154,0.042300000786781311
155,0.042300000786781311
156,0.042300000786781311
157,0.042300000786781311
158,0.042300000786781311
159,0.042300000786781311
160,0.042300000786781311
161,0.042300000786781311
162,0.042300000786781311
163,0.042300000786781311
164,0.042300000786781311
165,0.042300000786781311
166,0.042300000786781311
167,0.042300000786781311
168,0.042300000786781311
169,0.042300000786781311
170,0.042300000786781311
171,0.042300000786781311
172,0.042300000786781311
173,0.042300000786781311
174,0.042300000786781311
175,0.042300000786781311
176,0.042300000786781311
177,0.042300000786781311
178,0.042300000786781311
179,0.042300000786781311
180,0.042300000786781311
181,0.042300000786781311
182,0.042300000786781311
183,0.042300000786781311
184,0.042300000786781311
185,0.042300000786781311
186,0.042300000786781311
187,0.042300000786781311
188,0.042300000786781311
189,0.042300000786781311
190,0.042300000786781311
191,0.042300000786781311
