edad,qx,aa
0,0.009111850758667,0.0
1,0.009119898354728,0.0
2,0.009128578404151,0.0
3,0.009137940604668,0.0
4,0.009148038558208,0.0
5,0.009158930077441,0.0
6,0.009170677516364,0.0
7,0.009183348126805,0.0
8,0.009197014442889,0.0
9,0.009211754695621,0.0
10,0.00922765325998,0.0
11,0.009244801137028,0.0
12,0.009263296473788,0.0
13,0.009283245123831,0.0
14,0.009304761251754,0.0
15,0.009327967984959,0.0
16,0.009352998116428,0.0
17,0.009379994862458,0.0
18,0.009409112679632,0.0
19,0.009440518145634,0.0
20,0.009474390908851,0.0
21,0.009510924712122,0.0
22,0.00955032849635,0.0
23,0.009592827590187,0.0
24,0.009638664992426,0.0
25,0.009688102754263,0.0
26,0.009741423469134,0.0
27,0.009798931878394,0.0
28,0.009860956601757,0.0
29,0.009927852002052,0.0
30,0.010000000194576,0.0
31,0.010077813212105,0.0
32,0.010161735337404,0.0
33,0.010252245615987,0.0
34,0.010349860562776,0.0
35,0.010455137077325,0.0
36,0.010568675583314,0.0
37,0.010691123409153,0.0
38,0.010823178427729,0.0
39,0.010965592974591,0.0
40,0.011119178065218,0.0
41,0.011284807933436,0.0
42,0.011463424914541,0.0
43,0.011656044698283,0.0
44,0.011863761978506,0.0
45,0.012087756527988,0.0
46,0.01232929972886,0.0
47,0.012589761590839,0.0
48,0.0128706182915,0.0
49,0.013173460274842,0.0
50,0.013500000946445,0.0
51,0.01385208600567,0.0
52,0.014231703457471,0.0
53,0.014640994348546,0.0
54,0.01508226427466,0.0
55,0.015557995708059,0.0
56,0.016070861195846,0.0
57,0.016623737482052,0.0
58,0.017219720607744,0.0
59,0.017862142044913,0.0
60,0.018554585920895,0.0
61,0.01930090739069,0.0
62,0.020105252214554,0.0
63,0.020972077597627,0.0
64,0.021906174346826,0.0
65,0.022912690397756,0.0
66,0.023997155760609,0.0
67,0.025165508928788,0.0
68,0.026424124786987,0.0
69,0.027779844046338,0.0
70,0.029240017140679,0.0
71,0.031835819732327,0.0
72,0.034686705413629,0.0
73,0.037816847898925,0.0
74,0.041252522494993,0.0
75,0.045022248002874,0.0
76,0.049156928887845,0.0
77,0.053689995073231,0.0
78,0.058657535983664,0.0
79,0.064098424594422,0.0
80,0.070054426217623,0.0
81,0.076570285555866,0.0
82,0.08369378416327,0.0
83,0.091475758859961,0.0
84,0.099970069841742,0.0
85,0.109233505213875,0.0
86,0.119325606471741,0.0
87,0.130308397086141,0.0
88,0.142245993887643,0.0
89,0.155204078478776,0.0
90,0.169249203576902,0.0
91,0.184447907204914,0.0
92,0.200865606274897,0.0
93,0.218565240712231,0.0
94,0.23760564030716,0.0
95,0.258039589533377,0.0
96,0.279911571333449,0.0
97,0.303255180146651,0.0
98,0.328090208143459,0.0
99,0.354419427670192,0.0
100,0.382225118187824,0.0
101,0.411465418219196,0.0
102,0.442070622327585,0.0
103,0.473939589619045,0.0
104,0.506936482386717,0.0
105,0.540888108604782,0.0
106,0.575582195522895,0.0
107,0.610766966890323,0.0
108,0.646152424184115,0.0
109,0.681413731078063,0.0
110,1.0,0.0
