edad,qx,aa
20,0.00014697,0.0216
21,0.00014834,0.0216
22,0.00014994,0.0216
23,0.00015244,0.0216
24,0.00015595,0.0216
25,0.00015701,0.0255
26,0.00016123,0.0255
27,0.000168,0.0255
28,0.00017809,0.0255
29,0.00019099,0.0255
30,0.00020182,0.0308
31,0.00021777,0.0308
32,0.00023368,0.0308
33,0.00024883,0.0308
34,0.00026424,0.0308
35,0.00028251,0.0301
36,0.00030354,0.0301
37,0.00032823,0.0301
38,0.0003573,0.0301
39,0.00039088,0.0301
40,0.00043346,0.0277
41,0.00047663,0.0277
42,0.00052397,0.0277
43,0.00057551,0.0277
44,0.00063222,0.0277
45,0.0007064,0.0241
46,0.00077939,0.0241
47,0.00086039,0.0241
48,0.00095007,0.0241
49,0.00104953,0.0241
50,0.00115484,0.0256
51,0.00127943,0.0256
52,0.00141455,0.0256
53,0.00156014,0.0256
54,0.00171951,0.0256
55,0.00190027,0.025
56,0.00209962,0.025
57,0.00232771,0.025
58,0.00258931,0.025
59,0.00288425,0.025
60,0.00326841,0.0208
61,0.00356919,0.0208
62,0.00383856,0.0208
63,0.00425648,0.0208
64,0.00479267,0.0208
65,0.00540752,0.0209
66,0.00605835,0.0209
67,0.00672943,0.0209
68,0.00739141,0.0209
69,0.0080732,0.0209
70,0.00882683,0.0221
71,0.00978717,0.0221
72,0.01093797,0.0221
73,0.01228757,0.0221
74,0.01382224,0.0221
75,0.01568726,0.0202
76,0.0177567,0.0202
77,0.02024799,0.0202
78,0.0231971,0.0202
79,0.02660428,0.0202
80,0.03097353,0.0161
81,0.03531713,0.0161
82,0.04002585,0.0161
83,0.04501651,0.0161
84,0.05021994,0.0161
85,0.05652689,0.0121
86,0.06226553,0.0121
87,0.06837755,0.0121
88,0.07501311,0.0121
89,0.08232981,0.0121
90,0.09195911,0.0081
91,0.10124796,0.0081
92,0.11166539,0.0081
93,0.12330934,0.0081
94,0.1362426,0.0081
95,0.15299191,0.004
96,0.16879145,0.004
97,0.18034215,0.004
98,0.19690391,0.004
99,0.21462541,0.004
100,0.23728995,0.0
101,0.2576691,0.0
102,0.27921041,0.0
103,0.30187501,0.0
104,0.32560493,0.0
105,0.35032245,0.0
106,0.37593004,0.0
107,0.40231103,0.0
108,0.42933114,0.0
109,0.45684066,0.0
110,1.0,0.0
